-74.004072838,40.710986906,-73.96994645204386,40.67713825322581
-73.96994645204386,40.67713825322581,-73.99224112969115,40.730004594492776
-73.99224112969115,40.730004594492776,-74.00441594335906,40.73983040175176
-74.00441594335906,40.73983040175176,-73.98958577658793,40.75081749231384
-73.98958577658793,40.75081749231384,-73.99232494627397,40.76264936085393
-73.99232494627397,40.76264936085393,-74.00100916583334,40.73230586583333
-74.00100916583334,40.73230586583333,-73.98863252425983,40.73692043759435
-73.98863252425983,40.73692043759435,-73.99224112969115,40.730004594492776
-73.99224112969115,40.730004594492776,-73.95361463880649,40.744927158848824
-73.95361463880649,40.744927158848824,-73.95686462556598,40.717212942927254
-73.95686462556598,40.717212942927254,-73.98863252425983,40.73692043759435
-73.98863252425983,40.73692043759435,-73.97457699417527,40.68549316150537
-73.97457699417527,40.68549316150537,-73.95739338684056,40.67689420945527
-73.95739338684056,40.67689420945527,-73.98167860645299,40.7645465092728
-73.98167860645299,40.7645465092728,-73.95739074410214,40.77504416693562
-73.95739074410214,40.77504416693562,-73.98863252425983,40.73692043759435
-73.98863252425983,40.73692043759435,-73.97946491300989,40.74012998778072
-73.97946491300989,40.74012998778072,-73.9932010261995,40.69389246654477
-73.9932010261995,40.69389246654477,-73.97220317724985,40.69645907736119
-73.97220317724985,40.69645907736119,-73.98863252425983,40.73692043759435
-73.98863252425983,40.73692043759435,-73.97946491300989,40.74012998778072
-73.97946491300989,40.74012998778072,-73.97979211265256,40.72568305354567
-73.97979211265256,40.72568305354567,-73.98911611736666,40.72083441441792
-73.98911611736666,40.72083441441792,-73.95735972068266,40.812131809179625
-73.95735972068266,40.812131809179625,-73.95355502,40.80226458
-73.95355502,40.80226458,-73.98911611736666,40.72083441441792
-73.98911611736666,40.72083441441792,-73.994402630625,40.714355578125
-73.994402630625,40.714355578125,-73.98863252425983,40.73692043759435
-73.98863252425983,40.73692043759435,-73.98958577658793,40.75081749231384
-73.98958577658793,40.75081749231384,-73.94938591969924,40.78857119530734
-73.94938591969924,40.78857119530734,-73.93885572764705,40.79697736941176
-73.93885572764705,40.79697736941176,-73.99224112969115,40.730004594492776
-73.99224112969115,40.730004594492776,-73.99224112969115,40.730004594492776
-73.99224112969115,40.730004594492776,-73.98167860645299,40.7645465092728
-73.98167860645299,40.7645465092728,-73.98167860645299,40.7645465092728
-73.98167860645299,40.7645465092728,-73.98167860645299,40.7645465092728
-73.98167860645299,40.7645465092728,-73.9795835444049,40.77938107828642
-73.9795835444049,40.77938107828642,-74.004072838,40.710986906
-74.004072838,40.710986906,-73.994402630625,40.714355578125
-73.994402630625,40.714355578125,-73.99629196269758,40.743993103540234
-73.99629196269758,40.743993103540234,-73.94376727325864,40.70754899389702
-73.94376727325864,40.70754899389702,-73.99224112969115,40.730004594492776
-73.99224112969115,40.730004594492776,-73.99224112969115,40.730004594492776
-73.99224112969115,40.730004594492776,-73.94938591969924,40.78857119530734
-73.94938591969924,40.78857119530734,-73.95739074410214,40.77504416693562
-73.95739074410214,40.77504416693562,-74.00441594335906,40.73983040175176
-74.00441594335906,40.73983040175176,-73.97979211265256,40.72568305354567
